fecha,valor,max_abs,min_abs,direccion,completo_mediciones,completo_umbral
2020/04/17,1.203000,1.203000,1.203000,16.000000,100.0,100.0
2020/04/18,1.653621,3.875000,0.047000,89.758335,100.0,100.0
2020/04/19,1.184500,3.453000,0.328000,313.507490,100.0,100.0
2020/04/20,0.866192,1.891000,0.445000,189.568794,100.0,100.0
2020/04/21,1.192000,2.219000,0.281000,272.398997,100.0,100.0
2020/04/22,0.938600,2.312000,0.109000,129.082851,100.0,100.0
2020/04/23,1.106808,2.227000,0.156000,0.903759,100.0,100.0
2020/04/24,0.228500,0.305000,0.148000,182.000000,100.0,100.0
2020/04/25,1.163333,1.883000,0.219000,126.504459,100.0,100.0
2020/04/26,0.877286,1.508000,0.367000,134.918955,100.0,100.0
2020/04/27,0.574500,0.680000,0.469000,254.000000,100.0,100.0
2020/04/28,1.503755,2.219000,0.200000,210.425547,97.9,95.8
2020/04/29,1.400000,1.900000,0.900000,11.824990,99.7,100.0
2020/04/30,1.030000,2.600000,0.200000,355.796329,100.0,100.0
2020/05/01,0.537500,1.000000,0.300000,312.699980,100.0,100.0
2020/05/02,0.836842,1.600000,0.100000,312.163629,100.0,100.0
2020/05/03,1.270707,2.100000,0.100000,218.547788,100.0,100.0
2020/05/04,0.592593,1.000000,0.100000,221.130970,100.0,100.0
2020/05/05,0.000000,,,,99.7,100.0
2020/05/06,0.000000,,,,99.3,100.0
2020/05/07,0.000000,,,,99.7,100.0
2020/05/08,2.238710,3.700000,0.100000,209.497634,100.0,100.0
2020/05/09,1.261628,2.000000,0.200000,209.319800,100.0,100.0
2020/05/10,1.081818,2.300000,0.100000,127.774320,99.0,100.0
2020/05/11,0.764286,1.400000,0.500000,127.111368,99.0,100.0
2020/05/12,0.425000,0.600000,0.100000,274.400381,99.7,100.0
2020/05/13,1.833010,2.800000,0.000000,88.221820,98.3,100.0
2020/05/14,0.648387,1.700000,0.200000,187.564662,99.3,100.0
2020/05/15,1.964706,3.000000,0.200000,316.249888,98.6,100.0
2020/05/16,0.804444,2.000000,0.100000,188.020365,98.6,100.0
2020/05/17,3.130894,5.900000,0.400000,88.133968,97.9,100.0
2020/05/18,1.355932,3.100000,0.000000,92.875192,99.7,100.0
2020/05/19,0.000000,,,,98.3,100.0
2020/05/20,0.000000,,,,97.6,100.0
2020/05/21,0.837500,2.200000,0.200000,189.082525,97.6,100.0
2020/05/22,1.994118,3.400000,0.700000,89.920693,98.3,100.0
2020/05/23,2.801429,5.600000,0.600000,88.984863,98.6,100.0
2020/05/24,1.368750,3.200000,0.200000,127.162333,99.3,100.0
2020/05/25,1.805556,4.800000,0.300000,131.099217,99.7,100.0
2020/05/26,2.225263,5.400000,0.200000,130.009209,99.0,100.0
2020/05/27,1.550000,2.800000,0.300000,270.000000,99.7,100.0
