fecha,valor,max_abs,min_abs,direccion,completo_mediciones,completo_umbral
2020/01/27,0.651471,1.700000,0.100000,316.417140,99.7,100.0
2020/01/28,0.350000,0.400000,0.300000,351.000000,100.0,100.0
2020/01/29,0.133333,0.400000,0.000000,228.344130,97.9,95.8
2020/01/30,0.742056,2.000000,0.100000,314.148975,100.0,100.0
2020/01/31,1.237500,2.800000,0.100000,171.319635,100.0,100.0
2020/02/01,1.309596,2.600000,0.200000,315.833009,100.0,100.0
2020/02/02,1.235294,2.400000,0.200000,135.229865,100.0,100.0
2020/02/03,1.106962,2.200000,0.300000,313.501612,100.0,100.0
2020/02/04,0.416667,0.900000,0.100000,218.446676,100.0,100.0
2020/02/05,0.400000,0.500000,0.300000,222.250000,100.0,100.0
2020/02/06,0.650000,1.100000,0.000000,173.436082,100.0,100.0
2020/02/07,0.944444,2.700000,0.100000,173.496490,100.0,100.0
2020/02/08,0.712500,1.600000,0.000000,170.608326,100.0,100.0
2020/02/09,0.850000,1.100000,0.600000,65.000000,100.0,100.0
2020/02/10,0.927273,1.600000,0.300000,101.826266,100.0,100.0
2020/02/11,1.057143,1.700000,0.500000,164.287022,100.0,100.0
2020/02/12,0.708333,1.500000,0.100000,171.886297,100.0,100.0
2020/02/13,1.152632,2.300000,0.300000,97.502559,100.0,100.0
2020/02/14,1.341912,3.000000,0.200000,315.078085,100.0,100.0
2020/02/15,0.687500,0.900000,0.400000,177.925971,99.3,100.0
2020/02/16,1.454545,2.600000,0.200000,134.077039,99.0,100.0
2020/02/17,1.375159,4.400000,0.300000,313.011327,99.7,100.0
2020/02/18,1.206107,2.800000,0.300000,310.402085,100.0,100.0
2020/02/19,0.872477,1.900000,0.000000,312.925165,100.0,100.0
2020/02/20,1.329412,2.400000,0.200000,129.319997,100.0,100.0
2020/02/21,1.107576,2.300000,0.100000,129.884739,99.7,100.0
2020/02/22,0.333333,0.800000,0.200000,173.307016,99.7,100.0
2020/02/23,0.650000,1.100000,0.100000,357.729653,100.0,100.0
2020/02/24,0.767442,1.700000,0.100000,130.150853,100.0,100.0
2020/02/25,0.200000,0.200000,0.200000,355.000000,99.3,100.0
2020/02/26,0.271429,0.700000,0.100000,174.388930,100.0,100.0
2020/02/27,0.100000,0.200000,0.000000,228.924445,100.0,100.0
2020/02/28,0.969231,2.000000,0.100000,171.730902,100.0,100.0
2020/02/29,1.054955,2.300000,0.100000,129.097125,100.0,100.0
2020/03/01,1.620000,3.100000,0.300000,317.125597,100.0,100.0
2020/03/02,1.300000,3.100000,0.500000,175.321241,100.0,100.0
2020/03/03,1.198734,2.300000,0.200000,133.967409,99.7,100.0
2020/03/04,0.409091,0.700000,0.000000,283.621245,100.0,100.0
2020/03/05,0.966667,2.600000,0.000000,314.134956,100.0,100.0
2020/03/06,1.052308,2.800000,0.100000,133.660432,99.7,100.0
2020/03/07,0.472727,1.400000,0.100000,92.159922,100.0,100.0
2020/03/08,1.316667,2.700000,0.300000,316.159474,100.0,100.0
2020/03/09,0.750000,1.400000,0.300000,272.490733,100.0,100.0
2020/03/10,1.331214,2.700000,0.100000,315.126213,99.0,100.0
2020/03/11,0.487500,1.000000,0.100000,223.345178,99.7,100.0
